objectid,Reporter,ComName,SciName,OccStatus,ObsDate,DateAcc,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Method,DataType,LocalOwner,Habitat,Locality,Site,InfestAcre,GrossAcre,Abundance,Density,NumCollect,Percentcov,TreatArea,TreatComm,Quantity,QuantityU,TrapType,NumTraps,Comments,VisitType,CollectTme,Surveyor,RecSource,RecOwner,RecSrcTyp,OrigName,Nativity,Host,Host_Name,VerifyMthd,IDCred,Verified,Reviewer,ReviewDate,OrgSrcID,PID,Voucher,Museum,MuseumRec,Reference,,,,
8249912,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,30-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.41063,-80.56726,WGS84     ,,,,,,,,,,,,1,,,,,,,,Frog Pond,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249911,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,25-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.41063,-80.56726,WGS84     ,,,,,,,,,,,,1,,,,,,,,Frog Pond,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249910,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,25-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.41063,-80.56726,WGS84     ,,,,,,,,,,,,1,,,,,,,,Frog Pond,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249909,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Jul-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.41053,-80.57376,WGS84     ,,,,,,,,,,,,1,,,,,,,,Frog Pond,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249811,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,7-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4062,-80.5215,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249810,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,24-Jul-04,,3-Aug-19,,"Miami-Dade, Florida, United States",25.40576,-80.61347,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 3MBM1",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249803,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,19-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.40502,-80.29565,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249802,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,11-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.40486,-80.29563,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249797,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4039,-80.55852,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249796,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Nov-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4039,-80.55852,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249794,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,28-Feb-05,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4033,-80.6096,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 3MBM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249788,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,18-Aug-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.40058,-80.29545,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31N,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249787,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,16-Dec-08,,3-Aug-19,,"Miami-Dade, Florida, United States",25.4003,-80.4626,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site MR8D2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249757,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,29-Sep-05,,3-Aug-19,,"Miami-Dade, Florida, United States",25.3975,-80.5742,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 4MAM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249756,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,13-Sep-05,,3-Aug-19,,"Miami-Dade, Florida, United States",25.39711,-80.57508,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 4MAM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249666,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,15-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.39511,-80.55796,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249656,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,6-Feb-18,,3-Aug-19,,"Miami-Dade, Florida, United States",25.39506,-80.58383,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249608,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,12-Sep-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.39037,-80.80319,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site MR8D2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249607,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,28-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.39002,-80.56591,WGS84     ,,,,,,,,,,,,1,,,,,,,,Aerojet,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249606,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,27-Apr-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.39002,-80.56591,WGS84     ,,,,,,,,,,,,1,,,,,,,,Aerojet,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249595,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,3-Jan-06,,3-Aug-19,,"Miami-Dade, Florida, United States",25.38932,-80.68654,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 4MAM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249591,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,19-May-03,,3-Aug-19,,"Miami-Dade, Florida, United States",25.38743,-80.68282,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Gulf of Mexico, Florida, approx 20 miles west of Tarpon Springs",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249585,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,23-Feb-05,,3-Aug-19,,"Miami-Dade, Florida, United States",25.38732,-80.70825,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 3MBM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249584,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,25-Jun-05,,3-Aug-19,,"Miami-Dade, Florida, United States",25.38715,-80.59433,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 4MAM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249581,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,15-Dec-05,,3-Aug-19,,"Miami-Dade, Florida, United States",25.3859,-80.5945,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 4MAM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249580,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,20-Jul-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.38505,-80.80775,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site MR7D",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249570,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,15-Dec-02,,3-Aug-19,,"Miami-Dade, Florida, United States",25.38413,-80.59413,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Atlantic Ocean, Florida, Dubois Park, inter coastal side, just south of lifeguard tower space",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249549,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,3-Nov-97,,3-Aug-19,,"Miami-Dade, Florida, United States",25.38235,-80.60954,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Atlantic Ocean, Florida, Hollywood (15-30 ft offshore)",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249532,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,7-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.37578,-80.5259,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-110,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249531,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,30-Apr-08,,3-Aug-19,,"Miami-Dade, Florida, United States",25.3755,-80.4932,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site MR8D2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249525,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,8-Apr-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.37518,-80.493,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 5SBD",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249515,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,2-Mar-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.37492,-80.82745,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 5SBD",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249495,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,1-Feb-19,,3-Aug-19,,"Miami-Dade, Florida, United States",25.374,-80.521,WGS84     ,,,,,,,,,,,,1,,,,,,,, ,Capture,,Anne Gorden-Vega,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249494,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,20-Mar-06,,3-Aug-19,,"Miami-Dade, Florida, United States",25.37391,-80.8241,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 4MAM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249487,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,26-Jan-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.36922,-80.49293,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 5SBD",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249465,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,9-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.36427,-80.52874,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249460,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,25-Jan-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.36352,-80.49295,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 5SBD",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249459,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,29-May-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.36278,-80.36278,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-67A,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249458,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,24-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.3624,-80.52612,WGS84     ,,,,,,,,,,,,1,,,,,,,,C-111,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249444,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,17-May-06,,3-Aug-19,,"Miami-Dade, Florida, United States",25.36,-80.68,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 4MAM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249434,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,25-Jan-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.35529,-80.49366,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 5SBD",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249432,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,20-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.351,-80.3242,WGS84     ,,,,,,,,,,,,1,,,,,,,,Rocky Glades,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249431,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,17-Dec-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.3509,-80.33,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
8249430,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,25-Jan-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.35017,-80.49366,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 5SBD",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249429,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,20-Jul-07,,3-Aug-19,,"Miami-Dade, Florida, United States",25.3478,-80.4576,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site MR7D",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249428,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,15-May-05,,3-Aug-19,,"Miami-Dade, Florida, United States",25.3478,-80.4576,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site MR8D2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249427,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Positive,7-Dec-05,,3-Aug-19,,"Miami-Dade, Florida, United States",25.34754,-80.81927,WGS84     ,,,,,,,,,,,,,,,,1,Individuals,,,"Everglades National Park, main park road, site 4MAM2",Observation,,USGS NAS,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Expertise,Verified,Verified,,,,,,,,,,,,
8249425,FWCC Exotic Species Database Florida Fish and Wildlife Conservation Commission,Burmese python,Python molurus ssp. bivittatus,Treated,2-Sep-17,,3-Aug-19,,"Miami-Dade, Florida, United States",25.34609,-80.40377,WGS84     ,,,,,,,,,,,,1,,,,,,,,L-31E,Capture,,Mike Kirkland,,State Agency,Bulk Data,Python molurus bivittatus,Introduced,,,Specimens,Verified,Verified,,,,,,,,,,,,
